ZBEZ,university_share,avg_income,unemprate,benefit_share,SSI,quintile,green_area_sum,blue_area_sum,geometry_x,census_area_m2,green_ratio,blue_ratio
1005,-1.0442281619587,-1.03553474651324,-0.811396281810765,-1.096550030811,-1.12233938751706,1,20352.52982613244,0.0,"POLYGON ((3046.5990988130884 336822.4647340011, 3066.2789988828395 336879.46473407187, 3103.6588989207403 336867.37103401683, 3084.4589988521975 336811.12103394605, 3046.5990988130884 336822.4647340011))",567418.2587946098,0.036,0.0
1006,-1.08992478058378,-1.35615689985548,-1.41524590475233,-1.84681994226236,-1.50834028066904,1,44487.00338583135,0.0,"POLYGON ((2749.3496991929223 337770.7289358163, 2769.418999218281 337769.9960357975, 2760.719899142136 337688.0272356747, 2698.668899067004 337693.90223574825, 2707.0817991459426 337778.2663358776, 2727.340999170936 337776.4970358489, 2725.9589991579487 337764.18353583384, 2748.698899184863 337762.18353580683, 2749.3496991929223 337770.7289358163))",512218.323804919,0.087,0.0
1007,-1.03866525134558,-0.886964508749934,-0.845099767798186,-0.902055726540821,-1.0355748727475,1,16673.032101287394,0.0,"POLYGON ((2033.9278977180554 337062.40233541, 2025.0274977078896 337064.3705354212, 2019.19989769885 337062.4015354235, 2015.9978976912662 337058.2389354203, 1902.9672975690175 337084.17533557676, 1903.919097575335 337091.16613558587, 1907.799297588858 337101.4957355978, 1907.8030975879783 337101.49433559924, 1931.8870976711428 337165.6211356772, 2039.0190977865757 337140.9961355319, 2048.138897786151 337125.4337354917, 2036.7978977327548 337076.49613542855, 2033.9278977180554 337062.40233541))",342969.1251387243,0.049,0.0
1008,-1.10516988048696,-1.13391698319412,-1.14387149186811,-1.00002269670555,-1.22492654109643,1,27232.760487815893,0.0,"POLYGON ((1665.246496874142 336593.8657350298, 1647.5889968619026 336606.57603506837, 1669.7889968927157 336609.9560350543, 1679.3489969108489 336617.2660350576, 1684.508996916944 336616.5060350485, 1685.3279969079852 336603.794935029, 1684.3789968968185 336590.53603500593, 1677.4389968836904 336587.1260350095, 1665.246496874142 336593.8657350298))",428883.8840555201,0.063,0.0
1009,-1.04719739442955,-0.976346210685355,-1.01306069260807,-0.670026936145515,-1.05994733586205,1,18062.86412025758,0.0,"MULTIPOLYGON (((1306.6089965766714 336793.2460357137, 1306.3898227490495 336792.78643483884, 1269.272696541031 336806.28353577387, 1291.723396616228 336864.8504358437, 1307.5852966460013 336877.29593584593, 1335.4044966697022 336863.63023579493, 1316.1662605958172 336815.78122756234, 1306.6089965766714 336793.2460357137)), ((1158.2396963652127 336763.57853581663, 1202.1647964280373 336772.36353578884, 1195.5760963996993 336747.9606357552, 1158.2396963652127 336763.57853581663)))",733897.3435752573,0.025,0.0
1010,-1.37639973749616,-1.19877413869569,-1.88955013712596,-1.75767545078054,-1.62734378725273,1,4404.180425370326,0.0,"POLYGON ((2458.558997687529 336350.183533838, 2479.7489977954906 336450.68353397585, 2500.008997817156 336446.2147339508, 2518.3390978375232 336442.1522339247, 2500.008997751776 336364.30853382125, 2494.938897728319 336342.77723379154, 2458.558997687529 336350.183533838))",646056.7349645105,0.007,0.0
1011,-1.34300932813911,-0.958043901145882,-1.73751976357563,-1.47217359727905,-1.44499891182304,1,259799.76766954132,0.0,"MULTIPOLYGON (((1518.3189964264493 336268.88603466004, 1513.9489964243965 336271.1360346703, 1505.3989964163427 336276.3860346852, 1483.1089963944794 336284.8160347212, 1443.478996353006 336295.6760347765, 1427.6889963342473 336297.6160347983, 1413.6061253643488 336299.88235768914, 1415.772996326347 336304.3610348208, 1416.9652963257433 336303.9593348205, 1480.9176965239387 336449.39933498856, 1578.8136966096122 336400.45133481175, 1520.4340964306432 336269.09713465907, 1520.4789964300887 336269.0820346577, 1520.385996431437 336268.98903465737, 1520.1559964297094 336268.75903465785, 1520.2637964301928 336268.7141346559, 1524.0309964331814 336267.1440346502, 1554.2229964620806 336254.7120346008, 1560.6819964689878 336252.45203459077, 1589.0979964942615 336240.5040345406, 1628.4939965329252 336224.0350344768, 1657.879996559804 336211.7640344268, 1688.5569965885618 336198.8470343761, 1700.97373847337 336193.6090030167, 1518.3189964264493 336268.88603466004)), ((1732.3789966290894 336180.66603430174, 1717.8197860018665 336186.6662845378, 1732.4279269977442 336180.78218815534, 1732.3789966290894 336180.66603430174)), ((1736.1197395367556 336188.2949082157, 1747.3279966728849 336211.4410343347, 1757.337996702629 336232.7540343581, 1768.9629967372898 336257.94103438966, 1780.2649967483098 336253.42003437225, 1772.1919967248518 336236.6290343506, 1760.243996688684 336210.47203432303, 1747.9729966520501 336184.63903429266, 1782.5249966840358 336170.1080342345, 1814.4939967149983 336156.8680341784, 1829.0249967281857 336151.05603415705, 1842.7642242479776 336145.44099062093, 1736.1197395367556 336188.2949082157)), ((1977.6889968686985 336091.04603390954, 1968.398996860077 336094.9560339246, 1967.3113487762585 336095.3930933889, 1983.0569969131468 336136.5240339786, 1998.2339969608167 336172.6910340218, 2009.2129969722941 336170.10803400725, 2002.7549969502475 336152.02403398603, 1984.9939968923156 336107.13903392665, 1978.8581891446768 336090.57102289586, 1977.6889968686985 336091.04603390954)), ((2073.3303678622106 336051.17027929233, 2116.259997000073 336033.99803367816, 2149.519997031017 336020.4360336242, 2174.061997055119 336010.4250335833, 2194.7289970728257 336001.38403354865, 2225.0829971013354 335988.467033498, 2213.7809970656544 335961.3420334663, 2183.1039970355114 335972.3210335113, 2189.5619970581765 335990.08203353453, 2152.103997022265 336005.259033598, 2104.6349969783228 336025.27903367486, 2069.759996945099 336039.48803373426, 2063.6239969252524 336024.3110337164, 2063.6239969259523 336024.6340337172, 2055.8441927220324 336004.0397674736, 2073.3303678622106 336051.17027929233)), ((2010.4489967442632 335881.68603354413, 2013.2425465873598 335889.21549226454, 2069.759996808404 335868.34203346167, 2130.265996868538 335847.2310333662, 2147.9459968856218 335841.1760333376, 2157.59299689502 335837.6650333218, 2155.689937964031 335832.06881711533, 2010.4489967442632 335881.68603354413)))",1240338.4851694354,0.209,0.0
1012,0.263415043612772,0.752339548875068,1.16883410947844,0.757980362707912,0.732196614027393,4,254950.43725629942,14743.10983632483,"MULTIPOLYGON (((864.9189951387027 335696.90603440534, 862.5189951319094 335693.2760343971, 851.8589950990616 335667.8760343706, 756.8689948261404 335477.99603416026, 754.9540464978289 335472.9118172576, 754.5589948190495 335473.1260341555, 794.5989949382611 335558.42603425216, 849.7144950937494 335665.0081343679, 848.8279950933965 335665.59903437085, 873.0469951628351 335714.6830344228, 879.9365909652392 335728.2062070742, 864.9189951387027 335696.90603440534)), ((1128.558995949198 336290.8760350868, 1112.5189958993342 336253.85603504535, 1103.9189958760487 336237.93603502586, 1095.4589958495933 336218.95603500865, 1059.8089957357608 336132.6660349043, 1020.2189956098687 336039.0360347945, 1010.1089955782255 336015.76603476796, 993.5789955268856 335977.1060347231, 970.4389954539441 335923.38603465725, 947.5989953845993 335872.6860346021, 927.5089953236931 335828.80603455193, 883.4389951930385 335735.5060344469, 882.0381341397953 335732.58631325065, 884.9949951989482 335741.1620344529, 888.5469952100735 335748.9120344622, 904.3699952562716 335781.84903450124, 916.640995293662 335807.683034529, 925.0359953175911 335825.4430345483, 943.4429953730955 335865.16203459166, 962.4949954304875 335907.1410346413, 984.7759955009442 335958.80803470314, 1003.5049955596029 336002.40203475393, 1008.3489955754459 336014.6720347665, 1029.3379956416059 336063.75603482407, 1053.8799957205604 336123.172034896, 1083.58899581344 336192.92203497887, 1096.020995853759 336222.4690350089, 1099.5729958636819 336229.89603502024, 1105.7079958840036 336245.396035037, 1113.1349959070874 336261.865035058, 1120.2399959273334 336277.04203507584, 1128.6349959501576 336291.89603508916, 1133.155995964734 336303.19803510234, 1143.6371001537466 336327.18730056833, 1128.558995949198 336290.8760350868)), ((1157.3289960341526 336350.41603515483, 1153.8889960305507 336351.8760351613, 1150.3750581336324 336343.41372914927, 1156.3089960387242 336358.77203517035, 1158.8929960439784 336361.3550351681, 1161.152996047754 336362.00103517063, 1163.454066762269 336362.41952944826, 1157.3289960341526 336350.41603515483)))",1313758.8238505707,0.194,0.011
1013,-1.32719788760772,-0.730113133504663,-0.450689276144313,-0.0935972943145309,-0.861788324231102,2,59699.94957118975,3525.931858645187,"POLYGON ((2015.0989959970316 334941.9335320322, 2227.5489962122115 334873.1835317081, 2236.9789962477525 334902.96473174356, 2315.5389963273333 334876.58973162156, 2301.408896275178 334834.46473156754, 2200.8888961674497 334858.4960317109, 2171.5790961308658 334860.05853173975, 2098.0289960496493 334876.49603184033, 2021.998995965053 334890.02723193914, 1966.118995899933 334898.87103201076, 1909.1389958336879 334905.9335320806, 1832.7899957433642 334913.76803216897, 1873.8389958817108 335021.26603229716, 1897.5089959060567 335015.0060322657, 1881.0738958450681 334964.9335322045, 2011.5799959844137 334930.4960320182, 2015.0989959970316 334941.9335320322))",946056.60641112,0.063,0.004
1014,-1.38748664903017,-0.819597541320738,-0.995332090918084,-0.648220567085384,-1.12053566545454,1,462379.2194050216,13991.396706893596,"POLYGON ((4364.21115431279 335418.71934825106, 4364.211099365696 335418.71473042015, 4335.10925812934 335440.2862347447, 4364.21115431279 335418.71934825106))",1335497.7889815918,0.346,0.01
1015,-0.858499337246306,-0.356811404790232,0.161401709368883,-0.456975083076599,-0.504281816479131,2,885114.5589435991,20968.95906197926,"MULTIPOLYGON (((4847.281699054998 337101.83367239154, 4847.429001323581 337101.79603263084, 4846.9052425588825 337101.6670871129, 4847.281699054998 337101.83367239154)), ((4709.269001107503 337051.0160326846, 4814.799001276775 337094.7260326501, 4836.0500003311 337098.9946070974, 4819.621501282715 337094.9500326449, 4749.2070011710875 337067.02203267254, 4666.819001036754 337030.5260326974, 4665.28675148668 337030.3145569342, 4709.269001107503 337051.0160326846)))",2158769.240075875,0.41,0.01
1016,-0.792285378696001,-0.0153846293594379,-0.145995136817425,0.0330890596462762,-0.319684807839697,2,1392089.755451239,74665.3058953611,"POLYGON ((7355.389001445524 333267.7460239455, 7343.379001430088 333267.45602395386, 7338.849001423362 333267.136023961, 7321.389001400606 333265.8960239757, 7312.619727305112 333265.5466294232, 7312.780607566675 333266.02056739014, 7313.0701093831085 333266.60761899874, 7313.433760081713 333267.1518607279, 7313.865337499215 333267.6439804556, 7313.873522591127 333267.6521471143, 7314.357457226452 333268.0755578717, 7314.901698958163 333268.4392085718, 7315.488750567273 333268.72871038504, 7316.108567438195 333268.93910986, 7316.750544331741 333269.0668070046, 7317.403696846186 333269.1096168831, 7317.6085013978545 333269.10542398226, 7323.385301405737 333269.1569239786, 7332.66800141834 333269.2396239666, 7332.690360119813 333269.2396747004, 7332.981473996199 333269.23119094316, 7333.293801417835 333269.20312396716, 7353.029001443201 333269.2951239478, 7363.267301458355 333271.75802394096, 7363.678593271276 333268.13235949865, 7355.389001445524 333267.7460239455))",5668706.218799187,0.246,0.013
1017,-0.912289321917189,0.554685867385906,1.31572501107315,1.18273623976911,0.329860037755696,4,724301.8235867964,44144.452181749395,POINT (7583.97900020377 331352.19602062926),4029933.053305686,0.18,0.011
1018,-0.127915035492492,0.373570206823481,0.996689549121249,0.768709616817042,0.41743808848244,4,320664.0919446753,38107.8858450727,"POLYGON ((5168.636540921046 331575.7587289946, 5140.456097284607 331584.50422347616, 5059.38609720186 331609.7593235988, 5041.421197182538 331615.226923625, 5031.071797172962 331618.9370236406, 5016.817097158043 331623.03772366326, 4999.633197140339 331628.5053236848, 4961.3600971002215 331640.4168237448, 4939.294497078071 331647.2513237782, 4912.932897050548 331655.4527238216, 4837.558396972538 331676.15142392647, 4805.143396937802 331684.9386239769, 4768.237196898591 331695.0927240299, 4736.407996866015 331703.68462407775, 4710.56079683455 331706.5132241035, 4708.508596834641 331709.19172411226, 4708.147459459283 331709.7326354487, 4707.858177575816 331710.3192410795, 4707.647937937499 331710.9385870816, 4707.520337805268 331711.58007627353, 4707.477560450287 331712.2327325931, 4707.520337805783 331712.88538891636, 4707.530325201155 331712.9572261749, 4707.647937939916 331713.5268781055, 4707.85817757844 331714.1462241085, 4708.147459463634 331714.7328297403, 4708.510833901298 331715.2766580181, 4708.942083453479 331715.76840388495, 4709.433829322508 331716.19965343736, 4709.547196842694 331716.28412412666, 4724.276896868993 331726.93782412447, 4724.707111340648 331727.2165507702, 4725.293719843514 331727.50583407097, 4725.890098810465 331727.70986106526, 4725.913068876833 331727.7160747349, 4726.554561206902 331727.8436754914, 4727.207220722407 331727.88645306043, 4727.671796873302 331727.8648241218, 4744.842096894683 331726.2623241041, 4745.245696895274 331726.20792410243, 4745.739696895633 331726.09482410364, 4906.972297063798 331680.44322386757, 4907.106497064104 331680.403123864, 5173.369116973834 331596.88897073787, 5168.636540921046 331575.7587289946))",2823916.1645931113,0.114,0.013
1019,-0.421284962714679,0.41133808092276,0.901677785221112,0.768319020181939,0.305230184457064,4,415405.83889449947,32978.664167683644,"POLYGON ((2493.988994449933 332248.3260272173, 2494.598994451967 332251.076027222, 2496.931557126628 332261.67388126004, 2554.583094526431 332248.72202715743, 2579.453894560622 332251.6324271364, 2629.7248946133154 332237.34492706135, 2639.2498946192054 332230.201127043, 2662.215794644494 332225.2799270088, 2736.641094727908 332211.0257269116, 2735.4020947222452 332205.03162690345, 2767.3721947577887 332200.1251268666, 2773.5938947874474 332225.57732689753, 2781.530894797514 332226.39132689685, 2789.0572947902847 332205.91232685186, 2796.0422947939405 332197.97482683323, 2808.2660948049597 332192.4185268106, 2830.332394828305 332187.8148267828, 2853.578894850115 332178.09272674285, 2852.7427948470377 332175.5946267396, 2852.744094846277 332174.22782673594, 2852.9978948463354 332173.2063267324, 2853.850494846102 332171.7212267313, 2854.988794845647 332170.71292672865, 2856.880594848401 332169.9834267264, 2866.1884948581164 332168.5450267149, 2891.1888948874207 332164.722326681, 2892.874494890549 332164.9686266836, 2894.134194892481 332165.58822668064, 2895.1565948938896 332166.5151266819, 2896.033394896486 332168.0544266831, 2896.656894885918 332152.7221266581, 2870.8599948562933 332158.0138266925, 2825.549994815986 332179.1805267725, 2816.620294803797 332178.8498267811, 2639.349094607653 332214.89932701923, 2617.520894586773 332224.4905270571, 2574.1952945414364 332236.06612711865, 2558.9817945191703 332232.42802712787, 2518.9668112687787 332240.3957864521, 2519.4192826319922 332242.09997527674, 2493.5349259727914 332246.1930265231, 2493.5231214266337 332246.1949059525, 2493.988994449933 332248.3260272173))",2968051.3502341276,0.14,0.011
1020,-1.60946810716677,-1.02565406476894,-1.61989263674625,-2.04674010784131,-1.65311169851132,1,69542.7922655873,0.0,"POLYGON ((3799.8089977203244 334259.54602912907, 3808.5089977365465 334265.3960291324, 3808.9889977376743 334265.71602913085, 3819.0989977548693 334271.9760291325, 3818.234810682008 334271.90833447926, 3822.009097759546 334273.7461291319, 3834.1988977845876 334285.43352913763, 3855.248997798718 334269.1522290921, 4163.298998100481 334157.1210286012, 4230.368898168451 334135.183528495, 4438.009098370931 334058.6523281634, 4442.678898379576 334061.77732816525, 4458.138898401805 334065.121128154, 4469.339098392083 334035.24612809345, 4468.868898380619 334021.87112807296, 4461.577898354784 333999.9961280478, 4459.3298983462455 333993.24612803664, 4459.325498345378 333993.2475280361, 4456.539098335706 333984.88612802606, 4258.2772981402295 334056.7117283419, 4253.883498135904 334058.3035283452, 4036.5610979231346 334137.03452869225, 4030.1468979177343 334139.3583287038, 3839.139097729562 334208.55592901073, 3818.099097699327 334204.11592902336, 3764.7409183854998 334222.85681943723, 3799.8089977203244 334259.54602912907))",798956.2593903432,0.087,0.0
1021,-0.982858570489583,-0.175756917142168,0.305363287996875,0.0386421355426954,-0.365000235660481,2,936184.7725869927,181069.28014614715,"MULTIPOLYGON (((941.8289945968537 334897.3860330442, 834.8628275163621 334925.5259197101, 862.8890945130004 334920.37113315985, 909.2190945625968 334906.8397330921, 971.6311833468449 334890.09541514865, 941.8289945968537 334897.3860330442)), ((1150.5489948194913 334844.84603274707, 1150.4289948196163 334844.8760327473, 1141.5889948106171 334847.136032762, 1122.8477200798577 334851.9264707955, 1154.1240948246843 334844.4898327431, 1153.881905313733 334844.4025810765, 1150.5489948194913 334844.84603274707)))",1726995.2942016516,0.542,0.105
1022,-0.555591519417069,-0.992858739311781,-0.781043080564574,-1.19648568775292,-0.938649858619671,1,10971.173082526942,0.0,"POLYGON ((3570.87406961798 337555.9964484325, 3569.02900004766 337537.43353461754, 3487.349099950801 337545.99603471253, 3491.9188999984344 337598.1210347926, 3574.2676420494504 337590.1523661105, 3570.87406961798 337555.9964484325))",233051.14377868187,0.047,0.0
1023,-1.14551382306345,-1.1687393383285,-1.18123103451128,-1.14731394918469,-1.28689057576246,1,43931.15408916313,0.0,"POLYGON ((4218.584043268391 336558.80236282333, 4195.534500074712 336574.5571324453, 4162.889000056303 336603.64603252243, 4158.174000052118 336605.35603252705, 4109.189000023231 336648.1210326478, 4116.649000039122 336655.80603265297, 4225.718696424978 336566.9433435299, 4218.584043268391 336558.80236282333))",483864.28929603053,0.091,0.0
1101,0.680756467754293,-0.0440814915472131,0.69565417209381,0.910197561647318,0.532584474715824,4,37.22600694372646,0.0,"POLYGON ((7358.5590057542795 338662.73603258654, 7359.099486164698 338662.50698911364, 7350.210905724105 338637.669632555, 7348.159372182974 338638.57612354576, 7358.5590057542795 338662.73603258654))",635512.8281168696,0.0,0.0
1102,-0.845149344313764,-0.888517134897522,-0.850844692533198,-0.983474103708993,-0.980680661747874,1,102893.84141998338,0.0,"POLYGON ((6143.762903597624 337889.81773257535, 6139.562403597719 337896.370432592, 6172.158203669537 337934.3429326182, 6234.493603706308 337881.4167324733, 6202.401803644598 337856.381732462, 6143.762903597624 337889.81773257535))",1094913.0004500693,0.094,0.0
1103,-1.08567644051261,-1.07333272710177,-1.23390087276614,-0.947612282937762,-1.20226018956653,1,64031.663892385,0.0,"POLYGON ((5819.641402321439 336806.6925311759, 5811.703902327413 336826.93323121313, 5811.703902331799 336831.43113122415, 5813.423702338451 336837.2520312257, 5816.466402352199 336849.290531246, 5822.155002367563 336859.47703125235, 5825.594602372918 336860.9322312558, 5827.182102374152 336859.7416312499, 5837.897702374015 336842.80823121313, 5837.236302369035 336836.72283120174, 5847.819602365686 336816.0853311587, 5850.465502371192 336818.3342311578, 5861.44570239032 336824.5519311605, 5929.179202392468 336720.7028309256, 5916.346802369199 336712.1038309261, 5911.71660236397 336711.5746309282, 5908.409302360051 336712.76533093397, 5892.490302358609 336736.60193098616, 5875.526502326669 336722.76743098255, 5819.641402321439 336806.6925311759))",861948.6952739288,0.074,0.0
1104,-1.40644476961353,-1.00000854973648,-1.45190291365162,-1.70404054057027,-1.47404951213934,1,11628.07593621587,373.3622909151971,"MULTIPOLYGON (((4814.688931102497 337442.7280844281, 4814.689001553666 337442.70603320654, 4804.601143459097 337444.23727038613, 4814.688931102497 337442.7280844281)), ((4739.539001467548 337453.8260332998, 4739.939001467937 337453.7860332979, 4740.199001468492 337453.7560333004, 4740.869001469244 337453.6860332992, 4741.5390014705 337453.61603329796, 4742.19900147123 337453.536033296, 4742.869001471646 337453.4560332997, 4743.529001471651 337453.36603329424, 4744.199001473022 337453.2760332944, 4744.2371012245685 337453.2702606046, 4739.344521947209 337453.84344937693, 4739.539001467548 337453.8260332998)), ((4724.789001450478 337454.2560333153, 4725.459001450173 337454.2760333149, 4726.1290014515125 337454.29603331536, 4726.799001452606 337454.31603331584, 4727.069001451825 337454.31603331584, 4727.469001453191 337454.3260333119, 4728.139001453711 337454.3260333128, 4728.8090014546915 337454.33603331354, 4729.039001454747 337454.3360333126, 4729.489001455612 337454.3360333117, 4730.15900145664 337454.3260333128, 4730.829001457126 337454.3160333084, 4731.159001457943 337454.30603330955, 4731.499001458475 337454.30603330955, 4732.169001458964 337454.28603330813, 4732.839001459352 337454.26603330765, 4733.509001459306 337454.2360333083, 4734.179001461271 337454.20603330806, 4734.449001460943 337454.1960333055, 4734.849001461225 337454.17603330594, 4735.519001462105 337454.13603330683, 4736.189001463324 337454.09603330307, 4736.859001464005 337454.0460333023, 4737.529001464995 337453.99603330344, 4738.199001465828 337453.94603330083, 4738.291047624936 337453.9377903614, 4726.70200145187 337454.2520333128, 4724.309001449001 337454.19603331387, 4724.302322345523 337454.2342417148, 4724.789001450478 337454.2560333153)), ((4724.071562506004 337455.5543237438, 4723.629001450764 337458.086033321, 4723.982031586018 337458.06118953915, 4724.071562506004 337455.5543237438)))",1129111.3126867097,0.01,0.0
1105,-1.12545622514651,-0.700931587014411,-0.651828645225463,-0.407769408593299,-0.871678101643704,1,46800.93892700241,1148.5513615239843,"POLYGON ((6636.359002041923 335156.9460277036, 6622.819002038396 335174.27602774557, 6574.809002026485 335235.70602789335, 6561.269002023209 335253.0360279316, 6513.5590020108375 335314.0960280802, 6500.009002008011 335331.42602812033, 6486.499002004309 335348.7960281633, 6442.839001994617 335404.93602829706, 6429.32900199143 335422.2960283421, 6382.4090019804535 335482.62602848466, 6368.899001975751 335499.99602852575, 6355.3890019726405 335517.3660285659, 6256.759001949077 335644.16602887027, 6243.25900194625 335661.5360289067, 6193.627669573433 335725.3384471435, 6211.393201943647 335709.8759290185, 6211.688161838303 335709.603898298, 6212.116379681108 335709.11560943164, 6212.477199574856 335708.57560429815, 6212.76444778987 335707.9931225367, 6212.973209431008 335707.37813057285, 6213.099912528443 335706.74115108885, 6213.109333525017 335706.6650479017, 6213.142389156114 335706.0930829756, 6213.099912527054 335705.44501486514, 6212.973209429562 335704.80803538393, 6212.764447788088 335704.1930434173, 6212.47719957077 335703.61056165583, 6212.173601939746 335703.14662900846, 6216.275701939864 335697.9521289971, 6231.150101946075 335681.66902895644, 6231.500401945976 335681.24022895563, 6255.514401950477 335648.26372887753, 6566.542402031175 335254.4056279324, 6566.58890203118 335254.3477279311, 6566.646899301086 335254.2735986812, 6566.732736158873 335254.1583405407, 6566.8674020311755 335253.9623279311, 6567.027002031554 335253.74192792736, 6631.178902045223 335169.70202773064, 6631.442265669987 335169.3866393436, 6631.449623763714 335169.37702377513, 6631.6918020455305 335169.03022772726, 6646.361702048242 335149.8124276828, 6646.456902049015 335149.6895276811, 6646.812256983791 335149.1561835129, 6647.101520187094 335148.56961575896, 6647.311746249017 335147.9503097506, 6647.439338142565 335147.3088619821, 6647.482112735263 335146.65624780674, 6647.43933814187 335146.00363363046, 6647.4185147710095 335145.8613154981, 6647.311746246503 335145.3621858619, 6647.1015201845275 335144.7428798517, 6646.812256980097 335144.15631210245, 6646.60118353652 335143.8404183717, 6636.359002041923 335156.9460277036))",1564331.7388392396,0.03,0.001
1106,-1.55224645437996,0.0703237356921757,1.04924826453678,0.6574239998345,-0.232547416594977,3,217086.29557428916,3481.4363416322885,"POLYGON ((7790.691902046667 333328.00922360085, 7816.440202079636 333328.00922357384, 7812.538902075859 333329.5697235819, 7810.97840207451 333331.13022358343, 7800.425502069915 333342.21432361193, 7794.1190020664935 333347.61992362887, 7792.767602073505 333359.33202364855, 7792.76760208064 333367.8908236651, 7805.8311020917345 333360.2329236381, 7827.903802106864 333344.91712358966, 7839.165402112731 333334.1060235603, 7840.516702108619 333326.4481235482, 7838.714902094524 333311.58282352705, 7820.245902069481 333310.68192354124, 7781.61480201795 333306.6154235741, 7765.830002012863 333325.3068236187, 7790.691902046667 333328.00922360085))",4432839.0080441125,0.049,0.001
1107,-1.27034476197587,-0.817202852376928,-1.11003077154874,-1.32935747978681,-1.22352359915373,1,32923.126661032176,0.0,"POLYGON ((7543.899004338813 336591.6560290847, 7526.987325509845 336536.83234568563, 7511.255504260396 336545.13532904163, 7522.320004281345 336553.94932904653, 7539.385504334101 336592.2062290888, 7543.966197651414 336592.24312053004, 7543.899004338813 336591.6560290847))",953345.1754157969,0.035,0.0
1108,-1.08953242838536,0.357356151085787,1.11944662247259,1.15135212541586,0.149173544981175,3,55960.41472699173,104.71003524028995,"POLYGON ((8890.19900716803 337998.7160299774, 8891.429007167073 337996.1960299676, 8904.339200911858 337974.63211856055, 8895.069007157757 337979.30602994, 8886.377388904242 338000.4460868988, 8890.19900716803 337998.7160299774))",1329771.4365420213,0.042,0.0
1109,-1.12877993541291,-0.448733776257029,0.63905139123821,0.813365054443003,-0.314942915441467,3,100184.4935528301,27313.188145751144,"POLYGON ((8589.689005069235 335844.69602683093, 8572.289180864092 335850.98849622137, 8576.946405057137 335849.33282685094, 8591.026405070583 335844.8428268302, 8591.414996369547 335844.1461381426, 8589.689005069235 335844.69602683093))",3821375.389735228,0.026,0.007
1110,-1.36042158534972,-0.710362389739191,-0.464785742892799,-0.122941669883822,-0.874808214640377,1,108650.54421139578,1361.2369038362558,"POLYGON ((9132.764405305474 335276.69552537147, 9145.309005345845 335307.2060254086, 9224.909005423542 335278.0960252797, 9210.509005381948 335249.92602524906, 9132.764405305474 335276.69552537147))",2141672.0281684706,0.051,0.001
1111,-1.47530473511496,-0.988618924797746,-1.18451043429591,-2.68148805909278,-1.62665428256837,1,92989.66682792822,110189.54073074489,"POLYGON ((10351.253545934975 335379.00727751123, 10402.768807088753 335494.4960244363, 10402.850607105955 335516.14412447065, 10410.13800711501 335516.14372446295, 10409.874907107067 335506.87082444876, 10405.619007103154 335506.83602445386, 10405.239007096603 335499.406024443, 10413.103007103651 335496.67602442857, 10417.769007108074 335495.23602442443, 10428.018507113984 335486.0025243964, 10429.269007115232 335484.87602439616, 10433.229007118329 335482.0760243861, 10430.569007110247 335477.24602438044, 10448.909007120552 335459.7260243343, 10448.465007118211 335458.6580243334, 10435.039007075402 335426.3760242928, 10429.153507022078 335367.6835242072, 10358.678906936895 335373.5585242864, 10357.568606937471 335375.62102429103, 10355.366820848887 335375.87039965147, 10351.253545934975 335379.00727751123))",1901961.380773948,0.049,0.058
1112,-1.23092408831793,-0.683770337168545,-0.293579571985722,0.705779148263263,-0.632099503004405,2,831459.5292343324,441535.0742087289,"POLYGON ((11362.506208465798 335696.86542378925, 11371.120608505618 335732.08292383887, 11375.427808512155 335733.7298238352, 11420.273008555481 335715.7410237603, 11407.098208510706 335680.7769237207, 11362.506208465798 335696.86542378925))",2618915.1625451897,0.317,0.169
1113,-0.882387625746981,-0.275193950073976,0.0221218013372479,0.444933527490788,-0.341856403726227,2,142555.36616151154,83.40176337337029,"POLYGON ((8589.689005069235 335844.69602683093, 8591.414996369547 335844.1461381426, 8595.226405070935 335837.31282681227, 8584.076405034064 335808.90282678045, 8557.646404932395 335723.80282666907, 8550.546404922825 335722.8828266775, 8473.10640484167 335744.4028267879, 8410.766004777484 335763.30942688417, 8409.389204786768 335777.53672690596, 8406.176504790865 335786.71562692244, 8399.751304788839 335794.97662694287, 8356.15160474324 335806.9091270063, 8349.249304754469 335832.5273270551, 8343.33910475934 335847.96472708415, 8339.528504772601 335870.371127123, 8352.994904828423 335919.42162718903, 8368.559904893857 335976.1523272684, 8370.24640489872 335980.2228272697, 8373.856404907641 335984.92282727174, 8383.214704914666 335978.9333272567, 8352.939004789532 335870.24352711346, 8378.639904791038 335831.6921270229, 8442.89210486246 335818.3828269392, 8523.207504946056 335795.43552681897, 8539.128705010171 335851.54552689474, 8554.696405035334 335857.24282688554, 8572.289180864092 335850.98849622137, 8589.689005069235 335844.69602683093))",757800.7572415227,0.188,0.0
1201,0.157646746782778,-0.686406567385706,-0.0107859648880702,0.0910478695992612,-0.180769655962516,3,30061.608664879568,1311.5188617508443,"POLYGON ((81.22879630073882 338394.7829395132, 74.8787963035746 338408.5413395427, 123.0329963834346 338431.8247395316, 131.49969638111176 338415.94963949546, 81.22879630073882 338394.7829395132))",290951.3499382554,0.103,0.005
