Gebaeudebestand in 250 Zaehlbezirken in Wien - Registerzaehlung 2021 | Building stock in 250 sub-districts in Vienna - Census 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;GEB_TOTAL;OBJ_TYP_1;OBJ_TYP_2;OBJ_TYP_3;OBJ_TYP_4;OBJ_TYP_5;OBJ_WSA_1;OBJ_WSA_2;OBJ_ANZWHG_0;OBJ_ANZWHG_1;OBJ_ANZWHG_2;OBJ_ANZWHG_3;OBJ_ANZWHG_4;OBJ_ANZWHG_5;OBJ_ANZWHG_6;OBJ_EIGENT_1;OBJ_EIGENT_2;OBJ_EIGENT_3;OBJ_EIGENT_4;OBJ_FLNETTO_1;OBJ_FLNETTO_2;OBJ_FLNETTO_3;OBJ_FLNETTO_4;OBJ_FLNETTO_5;OBJ_ANZGESCHO_1;OBJ_ANZGESCHO_2;OBJ_ANZGESCHO_3;OBJ_ANZGESCHO_4;OBJ_ANZGESCHO_5;OBJ_ANZGESCHO_6;OBJ_ANZGESCHO_7;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;REF_DATE
AT1;AT13;AT130;91300;91306;438;203;41;149;0;45;371;67;24;215;47;38;66;44;4;368;16;36;18;159;85;56;96;42;77;181;71;55;36;18;0;77;87;39;50;61;42;26;56;20211031
AT1;AT13;AT130;91300;91307;475;242;37;171;1;24;420;55;10;253;38;15;127;31;1;335;79;43;18;233;41;61;113;27;95;192;79;87;19;3;0;90;76;74;133;18;18;15;51;20211031
AT1;AT13;AT130;91300;91308;1114;575;62;376;3;98;940;174;43;614;70;114;160;96;17;825;127;100;62;547;131;152;198;86;306;420;172;114;74;28;0;173;201;147;124;141;93;75;160;20211031
AT1;AT13;AT130;91300;91309;1225;921;29;189;5;81;1110;115;61;941;29;54;111;28;1;120;887;196;22;937;68;102;61;57;105;934;95;76;14;1;0;54;971;104;30;20;17;8;21;20211031
AT1;AT13;AT130;91300;91310;169;139;2;16;0;12;42;127;10;141;2;9;1;6;0;139;21;0;9;145;5;5;5;9;123;38;5;1;2;0;0;11;5;51;23;3;28;9;39;20211031
AT1;AT13;AT130;91300;91311;2069;1798;148;41;1;81;1644;425;25;1851;150;34;7;2;0;2035;5;7;22;1598;284;132;51;4;782;1065;209;10;2;1;0;20;600;244;290;267;222;135;291;20211031
AT1;AT13;AT130;91400;91401;443;78;7;296;0;62;377;66;34;91;13;30;81;124;70;307;50;31;55;87;18;39;128;171;51;81;40;102;63;104;2;204;22;24;27;29;58;12;67;20211031
AT1;AT13;AT130;91400;91402;351;11;4;292;1;43;312;39;24;15;8;13;34;173;84;233;79;17;22;10;7;28;135;171;21;23;15;118;89;85;0;203;72;16;2;10;16;11;21;20211031
AT1;AT13;AT130;91400;91403;644;48;36;485;4;71;586;58;30;61;48;98;202;181;24;482;106;22;34;42;52;128;260;162;38;112;132;173;127;60;2;356;113;47;43;40;19;7;19;20211031
AT1;AT13;AT130;91400;91404;759;55;5;611;1;87;653;106;58;66;8;17;78;345;187;357;203;99;100;66;14;47;257;375;70;49;26;133;159;321;1;227;103;76;71;59;83;35;105;20211031
AT1;AT13;AT130;91400;91405;1825;1640;32;94;1;58;1257;568;30;1663;35;12;33;35;17;1112;366;308;39;1627;53;43;63;39;514;1174;52;21;34;30;0;30;814;111;99;88;91;39;553;20211031
AT1;AT13;AT130;91400;91406;664;86;34;469;3;72;591;73;45;97;42;55;111;240;74;410;101;104;49;85;55;69;237;218;53;116;84;94;140;177;0;246;28;45;103;69;85;34;54;20211031
AT1;AT13;AT130;91400;91407;155;1;0;151;0;3;152;3;1;1;0;11;67;75;0;2;153;0;0;3;9;48;88;7;2;10;69;37;31;6;0;0;0;153;1;1;0;0;0;20211031
AT1;AT13;AT130;91400;91408;965;665;37;206;0;57;697;268;29;687;39;52;120;35;3;746;116;80;23;650;75;111;100;29;339;383;151;64;18;10;0;41;119;170;165;92;110;31;237;20211031
AT1;AT13;AT130;91400;91409;57;5;0;8;2;42;14;43;38;8;0;2;0;6;3;7;36;9;5;6;0;1;0;50;8;11;21;12;2;3;0;36;0;2;0;0;0;1;18;20211031
AT1;AT13;AT130;91400;91410;1550;1016;42;388;2;102;919;631;63;1043;49;58;195;119;23;1277;128;76;69;1009;69;97;234;141;637;501;158;123;100;31;0;195;265;169;207;175;142;56;341;20211031
AT1;AT13;AT130;91400;91411;3817;3407;204;84;3;119;2598;1219;40;3483;207;68;17;2;0;3693;35;62;27;3245;346;153;61;12;1855;1665;263;28;4;2;0;49;874;670;542;445;409;250;578;20211031
AT1;AT13;AT130;91400;91412;1895;1348;112;265;4;166;1400;495;84;1411;128;105;122;34;11;1601;66;148;80;1279;221;164;139;92;686;898;221;64;16;10;0;244;142;122;212;365;393;133;284;20211031
AT1;AT13;AT130;91500;91501;388;7;1;330;0;50;359;29;20;10;9;10;44;203;92;183;127;31;47;4;2;30;139;213;12;15;9;57;125;170;0;131;107;51;30;26;11;20;12;20211031
AT1;AT13;AT130;91500;91502;412;6;2;331;2;71;372;40;26;15;5;18;84;173;91;319;36;14;43;7;10;29;140;226;19;9;40;185;79;80;0;316;25;4;11;7;14;13;22;20211031
AT1;AT13;AT130;91500;91503;553;17;12;430;8;86;495;58;43;28;19;46;109;224;84;391;77;22;63;23;18;48;195;269;21;38;116;167;94;113;4;350;31;28;21;37;25;15;46;20211031
AT1;AT13;AT130;91500;91504;336;7;1;256;7;65;289;47;41;13;1;17;50;158;56;207;61;18;50;11;6;24;115;180;16;18;30;107;80;85;0;191;24;7;10;32;21;13;38;20211031
AT1;AT13;AT130;91500;91505;509;15;6;406;4;78;447;62;41;28;11;42;106;218;63;326;129;19;35;31;13;54;215;196;29;44;48;118;106;163;1;235;24;29;69;78;44;10;20;20211031
AT1;AT13;AT130;91500;91506;626;49;2;493;4;78;518;108;59;53;5;28;89;259;133;454;88;30;54;61;15;47;246;257;60;44;34;188;146;154;0;357;26;48;15;42;32;80;26;20211031
AT1;AT13;AT130;91500;91507;465;132;4;293;6;30;414;51;21;133;4;10;82;158;57;245;176;26;18;137;12;53;138;125;60;126;23;84;85;87;0;96;157;28;31;18;23;11;101;20211031
AT1;AT13;AT130;91600;91601;723;19;8;578;2;116;646;77;68;25;14;54;185;300;77;574;51;41;57;48;30;82;309;254;46;56;114;210;92;205;0;410;25;61;68;50;26;15;68;20211031
AT1;AT13;AT130;91600;91602;361;11;4;292;2;52;330;31;26;16;5;18;90;157;49;285;21;13;42;21;10;48;131;151;12;21;61;148;60;59;0;275;10;10;11;12;14;9;20;20211031
AT1;AT13;AT130;91600;91603;457;6;6;401;1;43;416;41;32;12;7;7;43;283;73;116;240;60;41;15;9;23;228;182;18;18;14;76;113;217;1;99;106;127;38;40;15;15;17;20211031
AT1;AT13;AT130;91600;91604;392;17;4;306;0;65;335;57;45;24;7;23;66;171;56;247;46;56;43;23;14;49;133;173;29;42;41;88;56;136;0;178;11;26;52;35;45;12;33;20211031
AT1;AT13;AT130;91600;91605;679;28;16;542;3;90;617;62;44;37;27;56;113;257;145;488;51;67;73;46;30;81;246;276;30;55;112;178;102;202;0;390;53;30;31;49;43;14;69;20211031
AT1;AT13;AT130;91600;91606;508;37;11;405;1;54;461;47;32;46;15;29;119;214;53;235;232;17;24;43;21;58;228;158;44;37;51;132;127;115;2;129;140;18;84;12;77;19;29;20211031
AT1;AT13;AT130;91600;91607;436;20;7;366;2;41;404;32;27;24;9;12;61;202;101;202;99;73;62;29;5;29;161;212;15;45;23;99;83;171;0;158;26;80;28;35;15;12;82;20211031
AT1;AT13;AT130;91600;91608;1486;1302;27;88;0;69;879;607;51;1317;28;8;38;32;12;1106;302;47;31;1306;47;49;33;51;970;406;44;31;15;19;1;43;450;223;195;115;140;68;252;20211031
AT1;AT13;AT130;91600;91609;1439;933;79;346;5;76;1106;333;45;964;82;150;153;43;2;1155;31;233;20;880;211;174;121;53;481;651;199;66;32;10;0;96;180;175;233;144;203;111;297;20211031
AT1;AT13;AT130;91600;91610;416;3;4;369;1;39;399;17;10;8;9;25;94;178;92;320;47;10;39;7;12;53;175;169;3;7;90;173;80;63;0;330;40;15;0;14;7;4;6;20211031
AT1;AT13;AT130;91700;91701;604;24;17;461;2;100;530;74;57;39;23;70;135;203;77;463;50;39;52;45;33;91;233;202;34;78;138;161;71;118;4;406;22;33;18;33;44;8;40;20211031
AT1;AT13;AT130;91700;91702;760;18;20;611;1;110;685;75;44;33;30;85;169;320;79;597;88;24;51;40;38;97;297;288;23;71;139;179;140;207;1;435;41;72;53;50;51;14;44;20211031
AT1;AT13;AT130;91700;91703;781;14;9;642;6;110;722;59;49;27;21;62;166;340;116;488;144;55;94;32;29;77;347;296;22;44;111;233;154;217;0;419;103;51;64;41;45;18;40;20211031
AT1;AT13;AT130;91700;91704;1277;1023;46;148;2;58;760;517;33;1045;47;73;40;28;11;1166;54;19;38;980;90;103;57;47;677;403;116;40;14;27;0;65;211;126;149;91;154;137;344;20211031
AT1;AT13;AT130;91700;91705;1904;1490;70;266;0;78;1229;675;34;1520;75;85;120;65;5;1548;102;225;29;1403;145;141;156;59;845;726;157;107;56;13;0;148;438;261;217;147;259;114;320;20211031
AT1;AT13;AT130;91700;91706;821;658;20;95;3;45;504;317;21;681;21;21;55;19;3;765;30;8;18;624;60;49;62;26;434;243;69;38;24;13;0;50;145;155;71;115;98;69;118;20211031
AT1;AT13;AT130;91800;91801;319;71;47;166;2;33;273;46;18;82;51;89;52;27;0;295;13;0;11;37;58;87;95;42;19;103;90;66;29;12;0;171;28;45;32;19;13;6;5;20211031
AT1;AT13;AT130;91800;91802;776;21;11;655;10;79;718;58;44;32;13;84;212;321;70;611;85;17;63;28;30;65;296;357;31;49;77;233;187;199;0;576;59;34;35;17;24;7;24;20211031
AT1;AT13;AT130;91800;91803;889;19;11;741;9;109;815;74;57;34;18;96;241;374;69;656;117;23;93;38;32;129;371;319;27;54;160;275;195;178;0;560;77;77;35;43;34;14;49;20211031
AT1;AT13;AT130;91800;91804;908;137;79;620;2;70;850;58;25;163;88;172;260;182;18;697;118;46;47;127;133;188;313;147;67;189;219;236;151;46;0;510;105;100;49;45;35;20;44;20211031
AT1;AT13;AT130;91800;91805;1862;1095;96;547;6;118;1349;513;60;1146;101;204;249;89;13;1610;102;43;107;895;250;268;306;143;610;588;301;207;118;38;0;250;318;226;198;231;168;131;340;20211031
AT1;AT13;AT130;91900;91901;1271;667;118;349;2;135;901;370;59;717;123;132;166;65;9;1038;116;64;53;592;183;198;199;99;441;454;204;102;60;10;0;230;128;172;143;183;171;73;171;20211031
AT1;AT13;AT130;91900;91902;376;10;0;313;2;51;329;47;37;15;4;8;48;202;62;127;186;27;36;19;8;21;188;140;30;24;20;105;68;126;3;71;126;76;38;22;24;4;15;20211031
AT1;AT13;AT130;91900;91903;92;12;0;7;4;69;13;79;65;18;0;1;0;1;7;27;19;4;42;23;2;6;4;57;35;18;6;5;6;20;2;13;2;8;7;12;15;12;23;20211031
AT1;AT13;AT130;91900;91904;865;55;24;628;5;153;736;129;109;76;29;75;198;317;61;555;186;31;93;45;31;74;349;366;83;96;82;179;207;216;2;328;100;158;112;44;51;30;42;20211031
AT1;AT13;AT130;91900;91905;889;332;43;421;4;89;738;151;36;368;50;105;224;89;17;638;176;37;38;238;102;179;252;118;164;235;173;188;94;35;0;153;103;212;96;118;52;33;122;20211031
AT1;AT13;AT130;91900;91906;1272;711;91;326;6;138;982;290;62;783;94;166;132;33;2;1065;104;49;54;545;194;221;235;77;299;580;235;119;33;6;0;175;193;162;288;155;95;50;154;20211031
AT1;AT13;AT130;91900;91907;614;276;71;206;1;60;518;96;19;306;77;96;98;17;1;544;23;25;22;212;98;134;140;30;164;226;129;66;25;4;0;136;45;36;107;81;60;54;95;20211031
AT1;AT13;AT130;91900;91908;770;78;27;598;5;62;719;51;31;89;31;57;239;272;51;467;216;51;36;73;42;90;354;211;43;101;95;154;186;191;0;181;83;96;149;64;118;28;51;20211031
AT1;AT13;AT130;91900;91909;471;98;44;273;6;50;414;57;29;110;53;107;113;50;9;396;29;17;29;50;38;109;158;116;39;111;112;107;77;25;0;200;50;71;61;32;11;6;40;20211031
AT1;AT13;AT130;91900;91910;2399;1678;119;462;5;135;1629;770;45;1745;130;171;219;87;2;1864;171;256;108;1548;205;254;285;107;909;942;288;195;43;22;0;140;447;194;383;308;313;140;474;20211031
AT1;AT13;AT130;92000;92001;235;36;0;174;0;25;181;54;19;39;1;1;2;108;65;37;173;7;18;40;2;3;79;111;43;6;5;4;20;157;0;18;68;63;16;17;8;11;34;20211031
AT1;AT13;AT130;92000;92002;389;3;1;348;4;33;359;30;28;7;2;2;6;139;205;184;119;52;34;3;2;5;116;263;9;15;2;21;66;274;2;130;89;34;43;27;13;24;29;20211031
AT1;AT13;AT130;92000;92003;412;7;5;356;5;39;379;33;30;13;5;3;35;158;168;306;44;20;42;16;8;17;98;273;22;15;15;67;77;216;0;240;22;38;30;21;26;10;25;20211031
AT1;AT13;AT130;92000;92004;201;20;0;156;3;22;172;29;16;22;1;1;5;74;82;48;87;33;33;20;2;2;51;126;24;14;1;3;21;120;18;21;10;27;40;34;12;35;22;20211031
AT1;AT13;AT130;92000;92005;454;12;1;353;0;88;369;85;71;16;2;14;60;177;114;291;117;11;35;58;5;36;139;216;70;5;13;106;91;169;0;263;22;27;97;16;10;15;4;20211031
AT1;AT13;AT130;92000;92006;281;33;0;221;1;26;225;56;21;36;0;3;8;119;94;123;137;9;12;35;1;5;64;176;38;11;7;5;38;180;2;39;15;47;140;9;18;4;9;20211031
AT1;AT13;AT130;92000;92007;384;10;1;320;3;50;340;44;45;11;2;0;16;199;111;94;181;74;35;20;5;14;127;218;30;9;6;14;83;238;4;59;86;42;76;31;17;28;45;20211031
AT1;AT13;AT130;92000;92008;153;3;0;116;1;33;119;34;26;6;1;4;4;34;78;96;11;29;17;6;4;4;24;115;19;5;6;11;24;85;3;54;5;4;26;26;13;5;20;20211031
AT1;AT13;AT130;92100;92101;748;597;34;29;1;87;475;273;56;621;38;12;11;9;1;678;19;28;23;604;55;38;31;20;480;232;29;7;0;0;0;140;52;56;66;36;65;136;197;20211031
AT1;AT13;AT130;92100;92102;1086;739;46;211;2;88;915;171;48;771;50;28;74;57;58;810;49;196;31;728;76;65;73;144;557;279;90;60;57;43;0;163;137;55;69;88;65;298;211;20211031
AT1;AT13;AT130;92100;92103;1213;869;63;235;2;44;1070;143;23;887;64;53;98;55;33;502;224;461;26;882;64;79;96;92;221;773;151;41;14;13;0;3;29;49;64;68;580;112;308;20211031
AT1;AT13;AT130;92100;92104;1624;1435;53;88;0;48;1257;367;20;1462;54;15;51;22;0;1298;126;127;73;1383;119;41;72;9;910;523;133;53;4;1;0;7;222;124;301;177;137;165;491;20211031
AT1;AT13;AT130;92100;92105;1687;1202;34;358;2;91;1393;294;65;1226;36;10;90;158;102;881;419;342;45;1134;104;36;135;278;477;752;105;100;16;207;30;13;96;101;417;337;194;76;453;20211031
AT1;AT13;AT130;92100;92106;351;210;20;57;1;63;269;82;45;225;22;17;17;11;14;285;11;21;34;213;26;28;35;49;134;121;61;19;1;8;7;61;17;23;36;33;15;37;129;20211031
AT1;AT13;AT130;92100;92107;655;345;16;149;2;143;426;229;118;362;19;7;55;28;66;469;73;47;66;365;40;48;67;135;277;178;57;42;36;62;3;37;48;73;58;71;75;55;238;20211031
AT1;AT13;AT130;92100;92108;783;620;4;104;0;55;496;287;48;623;6;2;27;48;29;575;97;66;45;634;5;12;69;63;536;139;19;27;20;39;3;25;3;7;111;79;292;116;150;20211031
AT1;AT13;AT130;92100;92109;1167;888;63;168;0;48;1031;136;14;920;65;6;62;75;25;976;158;15;18;864;85;50;98;70;467;498;83;52;15;52;0;10;228;117;192;281;137;45;157;20211031
AT1;AT13;AT130;92100;92110;752;400;27;294;0;31;560;192;17;407;27;28;203;51;19;329;377;31;15;437;81;158;46;30;300;217;159;43;10;23;0;16;47;380;32;59;82;30;106;20211031
AT1;AT13;AT130;92100;92111;434;170;24;138;3;99;320;114;71;191;29;28;35;49;31;274;42;75;43;182;51;47;63;91;131;127;67;38;45;25;1;68;14;29;33;19;44;106;121;20211031
AT1;AT13;AT130;92100;92112;858;661;20;152;0;25;716;142;15;669;22;22;47;41;42;653;127;72;6;581;124;28;49;76;273;380;111;27;21;24;22;57;129;35;100;76;55;44;362;20211031
AT1;AT13;AT130;92100;92113;1031;706;54;184;3;84;878;153;47;740;56;76;37;51;24;715;40;225;51;643;140;88;78;82;319;440;178;55;31;8;0;119;63;43;60;91;64;85;506;20211031
AT1;AT13;AT130;92100;92114;520;165;14;304;0;37;470;50;23;177;15;18;228;55;4;221;239;33;27;174;28;141;159;18;87;162;174;55;34;8;0;11;13;147;153;126;26;18;26;20211031
AT1;AT13;AT130;92100;92115;392;198;25;131;1;37;343;49;24;208;27;14;39;46;34;255;65;60;12;204;24;23;56;85;136;101;44;35;14;62;0;28;47;51;87;13;36;46;84;20211031
AT1;AT13;AT130;92100;92116;1320;1142;65;67;0;46;1123;197;20;1166;66;21;35;12;0;1140;39;108;33;1092;116;47;56;9;716;509;77;16;1;1;0;34;225;137;155;170;248;139;212;20211031
AT1;AT13;AT130;92100;92117;649;307;5;309;0;28;476;173;22;309;6;27;88;185;12;327;291;17;14;311;39;76;184;39;221;139;76;96;70;46;1;19;99;177;98;29;79;40;108;20211031
AT1;AT13;AT130;92100;92118;468;47;19;354;2;46;416;52;28;55;23;54;118;169;21;285;73;87;23;61;33;81;187;106;62;60;106;80;85;75;0;179;39;48;70;24;41;13;54;20211031
AT1;AT13;AT130;92100;92119;621;425;11;136;0;49;388;233;34;435;13;20;32;45;42;486;66;45;24;432;24;37;43;85;241;238;33;28;26;55;0;42;48;41;42;13;76;12;347;20211031
AT1;AT13;AT130;92100;92120;110;11;3;47;0;49;59;51;44;14;4;2;8;21;17;51;3;4;52;14;4;6;31;55;25;22;12;11;16;24;0;27;5;5;11;4;10;12;36;20211031
AT1;AT13;AT130;92100;92121;348;20;3;261;0;64;270;78;52;25;3;10;48;152;58;148;126;48;26;23;44;48;126;107;54;24;42;51;75;101;1;127;83;46;41;12;13;4;22;20211031
AT1;AT13;AT130;92100;92122;672;285;6;290;3;88;465;207;49;297;17;23;66;158;62;490;87;59;36;293;18;30;131;200;215;123;48;47;36;196;7;102;36;142;93;82;85;17;115;20211031
AT1;AT13;AT130;92100;92123;520;33;15;409;4;59;454;66;29;47;20;33;90;226;75;361;58;56;45;52;26;45;191;206;38;53;60;50;86;233;0;160;18;52;97;82;32;24;55;20211031
AT1;AT13;AT130;92100;92124;616;377;17;123;64;35;470;146;32;438;21;9;12;56;48;415;45;54;102;386;26;65;45;94;293;170;50;26;12;63;2;23;59;46;57;67;132;36;196;20211031
AT1;AT13;AT130;92100;92125;606;340;21;151;2;92;451;155;72;351;22;21;39;49;52;407;110;52;37;326;62;27;61;130;240;173;80;32;38;43;0;28;105;59;17;20;70;137;170;20211031
AT1;AT13;AT130;92100;92126;373;45;10;280;2;36;327;46;26;51;12;18;51;164;51;129;148;61;35;57;23;29;117;147;63;30;14;80;67;118;1;45;106;14;37;27;37;29;78;20211031
AT1;AT13;AT130;92100;92127;903;778;66;12;1;46;657;246;22;801;68;12;0;0;0;804;39;8;52;703;129;48;19;4;480;286;132;3;1;1;0;14;104;136;93;83;119;76;278;20211031
AT1;AT13;AT130;92100;92128;57;21;0;8;0;28;13;44;27;22;0;0;0;4;4;34;11;1;11;24;2;3;3;25;29;12;1;3;6;5;1;3;5;1;0;3;10;2;33;20211031
AT1;AT13;AT130;92100;92129;251;234;1;13;0;3;125;126;3;234;1;0;0;4;9;225;9;8;9;235;2;0;0;14;171;56;10;4;4;5;1;0;2;13;26;10;5;0;195;20211031
AT1;AT13;AT130;92100;92130;82;3;1;1;0;77;6;76;73;7;1;1;0;0;0;34;4;0;44;14;2;8;7;51;37;29;10;3;1;2;0;4;1;2;11;17;25;12;10;20211031
AT1;AT13;AT130;92200;92201;821;715;31;37;1;37;680;141;15;734;31;28;4;4;5;663;20;124;14;687;76;26;13;19;435;329;52;4;0;1;0;51;106;25;46;46;114;153;280;20211031
AT1;AT13;AT130;92200;92202;1836;1570;52;85;2;127;1391;445;90;1605;55;26;23;20;17;1404;46;308;78;1537;130;64;47;58;687;941;148;39;10;9;2;32;34;52;60;62;266;201;1129;20211031
AT1;AT13;AT130;92200;92203;914;860;14;2;1;37;665;249;22;876;14;1;1;0;0;862;13;21;18;793;61;28;29;3;653;196;64;1;0;0;0;7;43;77;94;113;180;189;211;20211031
AT1;AT13;AT130;92200;92204;1547;1396;28;68;1;54;1247;300;30;1421;28;8;31;28;1;1375;16;82;74;1300;116;61;43;27;857;522;129;36;2;0;1;6;122;94;137;210;246;221;511;20211031
AT1;AT13;AT130;92200;92205;1843;1454;31;264;6;88;1602;241;59;1483;32;22;69;63;115;1224;49;479;91;1427;75;63;68;210;1111;380;126;52;26;143;5;7;124;27;59;92;341;627;566;20211031
AT1;AT13;AT130;92200;92206;1578;1210;19;293;1;55;1484;94;22;1238;21;82;92;62;61;809;318;361;90;1167;102;77;113;119;469;720;194;90;26;41;38;11;249;186;52;125;295;120;540;20211031
AT1;AT13;AT130;92200;92207;1668;1272;62;117;0;217;1289;379;188;1296;66;39;62;15;2;1243;54;264;107;1253;131;100;93;91;901;540;181;33;8;5;0;13;161;82;146;304;169;338;455;20211031
AT1;AT13;AT130;92200;92208;1599;918;34;301;3;343;1088;511;279;953;52;42;59;67;147;954;164;308;173;903;102;101;141;352;622;535;184;63;27;142;26;46;57;80;123;180;266;253;594;20211031
AT1;AT13;AT130;92200;92209;1094;553;33;444;1;63;958;136;35;573;38;31;153;188;76;644;212;202;36;511;89;79;188;227;324;278;116;151;102;122;1;44;50;96;218;203;171;123;189;20211031
AT1;AT13;AT130;92200;92210;529;294;17;169;1;48;453;76;34;304;19;25;21;41;85;262;66;131;70;272;40;31;53;133;147;173;63;24;15;101;6;13;46;59;41;27;91;51;201;20211031
AT1;AT13;AT130;92200;92211;817;350;10;371;3;83;535;282;59;364;12;15;58;215;94;531;165;64;57;358;30;33;184;212;311;101;41;83;75;201;5;85;142;99;88;55;53;71;224;20211031
AT1;AT13;AT130;92200;92212;741;578;44;69;0;50;544;197;25;602;45;18;12;9;30;614;40;31;56;564;67;29;36;45;344;240;104;22;6;20;5;28;117;60;53;89;37;72;285;20211031
AT1;AT13;AT130;92200;92213;243;17;3;187;0;36;207;36;21;25;3;10;14;91;79;75;107;30;31;22;3;14;57;147;16;29;11;38;36;109;4;27;28;7;78;27;24;9;43;20211031
AT1;AT13;AT130;92200;92214;1581;1447;4;91;0;39;1533;48;15;1467;4;14;42;29;10;89;303;1188;1;1449;16;36;46;34;447;1040;39;37;8;10;0;11;1183;204;30;7;85;6;55;20211031
AT1;AT13;AT130;92200;92215;725;350;23;311;1;40;646;79;21;367;23;21;183;57;53;281;223;206;15;340;45;75;163;102;132;236;99;149;22;87;0;17;103;62;302;79;49;30;83;20211031
AT1;AT13;AT130;92200;92216;211;100;2;57;1;51;116;95;48;104;2;2;23;10;22;95;46;28;42;109;3;8;32;59;98;38;20;22;14;18;1;19;15;15;32;25;22;20;63;20211031
AT1;AT13;AT130;92200;92217;1613;1534;24;11;1;43;798;815;32;1546;24;3;1;2;5;1567;18;5;23;1524;54;8;9;18;974;562;66;5;2;4;0;7;367;241;133;99;81;91;594;20211031
AT1;AT13;AT130;92200;92218;419;133;13;254;1;18;378;41;13;137;15;10;95;104;45;97;96;218;8;142;12;10;155;100;88;74;53;87;76;38;3;4;7;7;98;20;76;85;122;20211031
AT1;AT13;AT130;92200;92219;390;49;16;265;1;59;332;58;34;65;20;30;61;141;39;233;63;65;29;69;23;40;142;116;67;71;38;83;63;68;0;118;29;30;90;19;24;16;64;20211031
AT1;AT13;AT130;92200;92220;409;248;14;87;1;59;309;100;42;265;14;12;12;48;16;201;55;110;43;242;33;19;37;78;133;172;33;27;3;41;0;33;18;19;64;18;127;25;105;20211031
AT1;AT13;AT130;92200;92221;603;499;33;43;0;28;480;123;14;511;35;7;11;3;22;510;12;57;24;463;70;20;16;34;289;233;42;12;5;22;0;6;86;84;112;57;49;37;172;20211031
AT1;AT13;AT130;92200;92222;910;731;4;132;2;41;868;42;18;750;5;43;32;41;21;97;279;518;16;737;38;26;52;57;304;493;35;36;16;25;1;22;339;271;21;17;18;202;20;20211031
AT1;AT13;AT130;92200;92223;1096;785;22;190;0;99;964;132;40;835;26;26;69;66;34;699;77;254;66;746;77;79;79;115;487;349;136;84;16;24;0;101;53;75;48;37;194;293;295;20211031
AT1;AT13;AT130;92200;92224;1217;1047;33;92;2;43;1135;82;15;1074;35;14;16;41;22;428;152;628;9;1012;71;27;43;64;357;687;93;20;27;33;0;7;151;46;24;196;291;216;286;20211031
AT1;AT13;AT130;92200;92225;827;755;21;32;0;19;695;132;5;769;21;11;6;14;1;731;1;79;16;682;81;36;15;13;440;303;64;4;14;2;0;4;97;62;64;124;104;139;233;20211031
AT1;AT13;AT130;92200;92226;2076;1905;44;46;1;80;1647;429;37;1948;45;24;14;8;0;1813;23;134;106;1761;200;70;33;12;1223;554;284;14;1;0;0;11;153;241;180;167;214;424;686;20211031
AT1;AT13;AT130;92200;92227;2732;2476;72;109;4;71;2304;428;23;2527;73;35;27;28;19;1941;46;602;143;2376;178;76;53;49;1445;880;347;46;11;3;0;21;119;123;185;390;439;551;904;20211031
AT1;AT13;AT130;92200;92228;1062;831;22;120;3;86;928;134;47;863;25;33;56;29;9;718;23;259;62;811;63;65;65;58;479;306;217;55;4;1;0;36;113;72;72;81;134;178;376;20211031
AT1;AT13;AT130;92200;92229;1502;1368;40;41;1;52;1305;197;15;1405;41;6;28;7;0;1267;7;153;75;1297;105;47;38;15;873;472;139;16;2;0;0;6;157;108;184;202;250;242;353;20211031
AT1;AT13;AT130;92200;92230;22;5;0;2;0;15;6;16;13;7;0;2;0;0;0;11;6;0;5;10;3;1;4;4;12;5;5;0;0;0;0;2;0;1;3;1;2;3;10;20211031
AT1;AT13;AT130;92200;92231;152;92;3;37;4;16;109;43;19;92;4;0;1;6;30;95;22;26;9;94;2;0;3;53;54;52;1;2;11;30;2;3;11;2;18;8;13;1;96;20211031
AT1;AT13;AT130;92200;92232;225;131;1;29;0;64;57;168;61;134;1;0;0;1;28;127;55;17;26;148;13;9;7;48;148;32;6;3;0;14;22;4;4;18;16;25;74;34;50;20211031
AT1;AT13;AT130;92300;92301;384;166;21;134;0;63;309;75;45;179;22;20;73;36;9;265;33;55;31;159;31;66;69;59;99;133;81;46;23;2;0;61;14;34;43;11;73;19;129;20211031
AT1;AT13;AT130;92300;92302;915;455;65;179;5;211;662;253;154;500;71;46;67;42;35;655;127;61;72;483;76;95;110;151;341;334;109;71;21;38;1;93;109;125;103;82;165;45;193;20211031
AT1;AT13;AT130;92300;92303;1656;1406;101;87;3;59;1159;497;29;1436;103;29;43;12;4;1479;29;120;28;1390;131;89;35;11;954;564;112;22;2;2;0;15;225;396;280;187;195;138;220;20211031
AT1;AT13;AT130;92300;92304;544;233;20;240;1;50;462;82;27;253;22;11;35;89;107;282;133;102;27;235;38;34;81;156;126;130;88;77;25;84;14;20;37;43;127;26;31;53;207;20211031
AT1;AT13;AT130;92300;92305;1400;840;60;329;0;171;1085;315;113;872;69;84;107;116;39;975;118;222;85;858;95;108;166;173;462;592;138;103;23;81;1;76;62;157;186;183;344;67;325;20211031
