"Hofname";"Adresse";"Baujahr von";"Baujahr bis";"Baujahr um";"Architekt";"Kunst am Bau";"Letzte Sanierung von";"Letzte Sanierung bis";"Wohnungen";"Lokale";"PDF-Download"
"Breitenfurter Straﬂe 556";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1956";"1958";"";"Rosa (Rosl) Weiser";"ja";"";"";"30";"3";"https://www.wwpipe.at/web-portal/complex-description/0823340"
"Johann-Hˆrbiger-Gasse 24-28";"1230 Wien, Johann-Hˆrbiger-Gasse Johann-Hˆrbiger-Gasse";"1956";"1958";"";"Karl Kaill, Paul Artmann, Kurt Russo, Erna Grigkar-Kapinus";"ja";"";"";"184";"12";"https://www.wwpipe.at/web-portal/complex-description/0523341"
"Karl-Heinz-Straﬂe 22a";"1230 Wien, Karl-Heinz-Straﬂe Karl-Heinz-Straﬂe";"1956";"1957";"";"Ludwig Schmid, Johann (Hans) Stˆhr";"nein";"";"";"10";"0";"https://www.wwpipe.at/web-portal/complex-description/0823343"
"Maurer Hauptplatz 5";"1230 Wien, Maurer Hauptplatz Maurer Hauptplatz";"1956";"1958";"";"Edith Lessel";"ja";"";"";"22";"5";"https://www.wwpipe.at/web-portal/complex-description/0823344"
"Breitenfurter Straﬂe 477-485";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1957";"1959";"";"Frank Schl‰ger, Richard Putsch";"ja";"";"";"138";"12";"https://www.wwpipe.at/web-portal/complex-description/0523345"
"Arabellagasse 2-10";"1230 Wien, Arabellagasse Arabellagasse";"1957";"1959";"";"Hans Bolek, Leopold Scheibl, Fritz Nollert";"ja";"";"";"181";"15";"https://www.wwpipe.at/web-portal/complex-description/0823346"
"Maurer Hauptplatz 2";"1230 Wien, Maurer Hauptplatz Maurer Hauptplatz";"1957";"1959";"";"Anton Kralik";"ja";"";"";"40";"10";"https://www.wwpipe.at/web-portal/complex-description/0623347"
"Gutheil-Schoder-Gasse 68-76";"1230 Wien, Gutheil-Schoder-Gasse Gutheil-Schoder-Gasse";"1958";"1960";"";"Martin Sauer, Hans Steindl, Robert Zeidner";"ja";"";"";"218";"13";"https://www.wwpipe.at/web-portal/complex-description/0623349"
"Rudolf-Zeller-Gasse 14a";"1230 Wien, Rudolf-Zeller-Gasse Rudolf-Zeller-Gasse";"1958";"1960";"";"Karl Hauschka";"ja";"";"";"16";"0";"https://www.wwpipe.at/web-portal/complex-description/0823353"
"Ketzergasse 101-103";"1230 Wien, Ketzergasse Ketzergasse";"1960";"1962";"";"Camillo Fritz Discher";"nein";"";"";"40";"5";"https://www.wwpipe.at/web-portal/complex-description/0623354"
"Altmannsdorfer Straﬂe 164-182";"1230 Wien, Altmannsdorfer Straﬂe Altmannsdorfer Straﬂe";"1961";"1965";"";"Otto Ceska, Elise Sundt, Robert Ulrich, Karl Musil, Josef Fleischer, Anton Wiltschnig, Kurt Walder, Erwin Weissenbˆck, Karl Vodak sen., Kurt Schimak, Hans Reichmann";"ja";"";"";"1172";"31";"https://www.wwpipe.at/web-portal/complex-description/0623355"
"Gregorygasse 35-45";"1230 Wien, Gregorygasse Gregorygasse";"1962";"1964";"";"Walter Vasa, Johannes Daum, Alois Machatschek";"nein";"";"";"220";"11";"https://www.wwpipe.at/web-portal/complex-description/0523357"
"Hochwassergasse 60";"1230 Wien, Hochwassergasse Hochwassergasse";"1962";"1964";"";"Kurt Russo, Helmut Kern";"ja";"";"";"99";"5";"https://www.wwpipe.at/web-portal/complex-description/0623358"
"Rudolf-Zeller-Gasse 69";"1230 Wien, Rudolf-Zeller-Gasse Rudolf-Zeller-Gasse";"1969";"1970";"";"Brigitte Wiedmann, Friedrich Albrecht";"ja";"";"";"180";"1";"https://www.wwpipe.at/web-portal/complex-description/0423359"
"Breitenfurter Straﬂe 299-303";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1963";"1965";"";"Walter Prutscher, Richard Siedek";"nein";"";"";"72";"4";"https://www.wwpipe.at/web-portal/complex-description/0523360"
"Erlaaer Straﬂe 131-133";"1230 Wien, Erlaaer Straﬂe Erlaaer Straﬂe";"1963";"1965";"";"Hans Steindl, Reinhold Gabriel";"ja";"";"";"128";"4";"https://www.wwpipe.at/web-portal/complex-description/0623361"
"Ketzergasse 56";"1230 Wien, Ketzergasse Ketzergasse";"1964";"1966";"";"Martin Sauer, Robert Zeidner";"nein";"";"";"3";"2";"https://www.wwpipe.at/web-portal/complex-description/0623362"
"Erlaaer Straﬂe 6-10";"1230 Wien, Erlaaer Straﬂe Erlaaer Straﬂe";"1964";"1965";"";"Hilde Filas";"nein";"";"";"27";"4";"https://www.wwpipe.at/web-portal/complex-description/0623363"
"Hˆpflergasse 6";"1230 Wien, Hˆpflergasse Hˆpflergasse";"1964";"1965";"";"Wolfram Schindler";"nein";"";"";"131";"50";"https://www.wwpipe.at/web-portal/complex-description/0623364"
"Ketzergasse 26";"1230 Wien, Ketzergasse Ketzergasse";"1964";"1966";"";"Robert Zeidner, Martin Sauer";"nein";"";"";"117";"4";"https://www.wwpipe.at/web-portal/complex-description/0523365"
"Gregorygasse 20-26";"1230 Wien, Gregorygasse Gregorygasse";"1964";"1966";"";"Wolfram Schindler";"nein";"";"";"129";"7";"https://www.wwpipe.at/web-portal/complex-description/0623366"
"F‰rberm¸hlgasse 8";"1230 Wien, F‰rberm¸hlgasse F‰rberm¸hlgasse";"1964";"1966";"";"Anton Herrgesell";"nein";"";"";"32";"0";"https://www.wwpipe.at/web-portal/complex-description/0623367"
"Karl-Schwed-Gasse 48-50";"1230 Wien, Karl-Schwed-Gasse Karl-Schwed-Gasse";"1965";"1967";"";"Otto Niedermoser";"ja";"";"";"334";"34";"https://www.wwpipe.at/web-portal/complex-description/0523368"
"F‰rberm¸hlgasse 12-14";"1230 Wien, F‰rberm¸hlgasse F‰rberm¸hlgasse";"1964";"1966";"";"Rudolf Bazalka";"ja";"";"";"60";"0";"https://www.wwpipe.at/web-portal/complex-description/0623369"
"Erlaaer Straﬂe 55-63";"1230 Wien, Erlaaer Straﬂe Erlaaer Straﬂe";"1964";"1966";"";"Maria Albrecht, Stephan A. Kraft, Anna Fembˆck";"ja";"";"";"207";"13";"https://www.wwpipe.at/web-portal/complex-description/0623370"
"F‰rberm¸hlgasse 15";"1230 Wien, F‰rberm¸hlgasse F‰rberm¸hlgasse";"1964";"1966";"";"Rudolf Bazalka";"ja";"";"";"59";"2";"https://www.wwpipe.at/web-portal/complex-description/0623371"
"P¸lslgasse 3";"1230 Wien, P¸lslgasse P¸lslgasse";"1966";"1967";"";"Rudolf Dinner";"ja";"";"";"39";"3";"https://www.wwpipe.at/web-portal/complex-description/0623372"
"Dirmhirngasse 16-18";"1230 Wien, Dirmhirngasse Dirmhirngasse";"1966";"1967";"";"Vinzenz Herrmann, Helmut Frisch, Friedrich Albrecht, Brigitte Wiedmann, Karl Burian, Ernst Arthofer, Leopold Ledwinka";"ja";"";"";"388";"12";"https://www.wwpipe.at/web-portal/complex-description/0423373"
"Breitenfurter Straﬂe 338";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1967";"1968";"";"Felix Hasenˆhrl";"ja";"";"";"98";"19";"https://www.wwpipe.at/web-portal/complex-description/0423374"
"Khekgasse 41";"1230 Wien, Khekgasse Khekgasse";"1966";"1967";"";"Rudolf Dinner";"nein";"";"";"15";"1";"https://www.wwpipe.at/web-portal/complex-description/0623375"
"Khekgasse 45";"1230 Wien, Khekgasse Khekgasse";"1966";"1967";"";"Rudolf Dinner";"ja";"";"";"26";"2";"https://www.wwpipe.at/web-portal/complex-description/0623376"
"Brunner Straﬂe 21";"1230 Wien, Brunner Straﬂe Brunner Straﬂe";"1969";"1971";"";"Helmut Lindner";"ja";"";"";"70";"7";"https://www.wwpipe.at/web-portal/complex-description/0023378"
"Wagenmanngasse 3";"1230 Wien, Wagenmanngasse Wagenmanngasse";"1969";"1970";"";"Brigitte Ottel";"nein";"";"";"33";"1";"https://www.wwpipe.at/web-portal/complex-description/0423379"
"Breitenfurter Straﬂe 360-368";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1972";"1975";"";"Robert Zeidner";"nein";"";"";"89";"30";"https://www.wwpipe.at/web-portal/complex-description/1123380"
"Breitenfurter Straﬂe 519-521";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1973";"1974";"";"Karl Kotal";"ja";"";"";"63";"1";"https://www.wwpipe.at/web-portal/complex-description/1223381"
"Breitenfurter Straﬂe 555-557";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1973";"1975";"";"Erna Grigkar-Kapinus";"ja";"";"";"24";"5";"https://www.wwpipe.at/web-portal/complex-description/1223382"
"Rudolf-Zeller-Gasse 71";"1230 Wien, Rudolf-Zeller-Gasse Rudolf-Zeller-Gasse";"1972";"1975";"";"Friedrich Lang, Ernst Plojhar";"ja";"";"";"146";"3";"https://www.wwpipe.at/web-portal/complex-description/1223383"
"Mehlf¸hrergasse 26-28";"1230 Wien, Mehlf¸hrergasse Mehlf¸hrergasse";"1975";"1978";"";"Walter Lagler, Hilde Filas, Lucia Aichinger";"ja";"";"";"147";"1";"https://www.wwpipe.at/web-portal/complex-description/1423384"
"Amstergasse 1";"1230 Wien, Amstergasse Amstergasse";"1977";"1979";"";"Walter Schneider, Rudolf Weichinger";"ja";"";"";"98";"7";"https://www.wwpipe.at/web-portal/complex-description/1523385"
"Breitenfurter Straﬂe 291-297";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1976";"1978";"";"Jan Koci, Ilse Koci";"ja";"";"";"63";"20";"https://www.wwpipe.at/web-portal/complex-description/1523387"
"Ketzergasse 376-382";"1230 Wien, Ketzergasse Ketzergasse";"1977";"1979";"";"Alois Machatschek, Gerhard Molzbichler";"nein";"";"";"50";"12";"https://www.wwpipe.at/web-portal/complex-description/1523388"
"Ketzergasse 435-437";"1230 Wien, Ketzergasse Ketzergasse";"1976";"1978";"";"Alois Machatschek";"nein";"";"";"23";"4";"https://www.wwpipe.at/web-portal/complex-description/1423389"
"Meisgeyergasse 18";"1230 Wien, Meisgeyergasse Meisgeyergasse";"1976";"1978";"";"Peter Gebhart";"nein";"";"";"10";"0";"https://www.wwpipe.at/web-portal/complex-description/1523390"
"Keltengasse 4";"1230 Wien, Keltengasse Keltengasse";"1975";"1978";"";"Lucia Aichinger, Walter Lagler, Hilde Filas";"ja";"";"";"215";"4";"https://www.wwpipe.at/web-portal/complex-description/1523391"
"Erlaaer Straﬂe 11-15";"1230 Wien, Erlaaer Straﬂe Erlaaer Straﬂe";"1982";"1984";"";"Gunther Wawrik, Hans Puchhammer";"nein";"";"";"27";"0";"https://www.wwpipe.at/web-portal/complex-description/1723392"
"Knotzenbachgasse 39-45";"1230 Wien, Knotzenbachgasse Knotzenbachgasse";"1980";"1982";"";"Helmut Hasendorfer, Klaus Buben";"nein";"";"";"34";"1";"https://www.wwpipe.at/web-portal/complex-description/1523393"
"Karl-Tornay-Gasse 37-43";"1230 Wien, Karl-Tornay-Gasse Karl-Tornay-Gasse";"1978";"1980";"";"Rupert Falkner, Rudolf Hautmann, Friedrich Rollwagen, Klara Hautmann-Kiss";"ja";"";"";"822";"22";"https://www.wwpipe.at/web-portal/complex-description/1523394"
"Josef-÷sterreicher-Gasse 20-22";"1230 Wien, Josef-÷sterreicher-Gasse Josef-÷sterreicher-Gasse";"1980";"1982";"";"August Kastner";"nein";"";"";"30";"2";"https://www.wwpipe.at/web-portal/complex-description/1523396"
"Johann-Gottek-Gasse 18";"1230 Wien, Johann-Gottek-Gasse Johann-Gottek-Gasse";"1980";"1982";"";"Ernst-Helmar Zwick";"nein";"";"";"25";"1";"https://www.wwpipe.at/web-portal/complex-description/1623397"
"Maurer Hauptplatz 11";"1230 Wien, Maurer Hauptplatz Maurer Hauptplatz";"1979";"1979";"";"Rolf Thomas Lauterbach";"ja";"";"";"19";"3";"https://www.wwpipe.at/web-portal/complex-description/1523398"
"Pfarrgasse 61";"1230 Wien, Pfarrgasse Pfarrgasse";"1980";"1982";"";"Leopold Huber, Peter Deiss";"ja";"";"";"185";"2";"https://www.wwpipe.at/web-portal/complex-description/1623399"
"Mehlf¸hrergasse 22-24";"1230 Wien, Mehlf¸hrergasse Mehlf¸hrergasse";"1975";"1978";"";"Hilde Filas, Walter Lagler, Lucia Aichinger";"ja";"";"";"39";"0";"https://www.wwpipe.at/web-portal/complex-description/1623400"
"Kellerberggasse 55-57";"1230 Wien, Kellerberggasse Kellerberggasse";"1982";"1983";"";"Bruno Hampel";"nein";"";"";"24";"2";"https://www.wwpipe.at/web-portal/complex-description/1723401"
"Rudolf-Zeller-Gasse 4-8";"1230 Wien, Rudolf-Zeller-Gasse Rudolf-Zeller-Gasse";"1982";"1984";"";"Josef Hinterhˆlzl";"nein";"";"";"23";"1";"https://www.wwpipe.at/web-portal/complex-description/1723402"
"Breitenfurter Straﬂe 401-413";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1984";"1987";"";"Robert (Rob) Krier, Hedwig (Hedy) Wachberger, Peter Gebhart";"ja";"";"";"323";"26";"https://www.wwpipe.at/web-portal/complex-description/1723404"
"Pfarrgasse 34-44";"1230 Wien, Pfarrgasse Pfarrgasse";"1986";"1988";"";"Wilhelm Kleyhons, Dieter Schˆn, Frank Mayr, Albert Wimmer, Peter H. Ortner, Walter Lagler, Sepp Frank, Reinhard Gieselmann";"nein";"";"";"457";"14";"https://www.wwpipe.at/web-portal/complex-description/1923405"
"Kolbegasse 44";"1230 Wien, Kolbegasse Kolbegasse";"1984";"1987";"";"Othmar Augustin, Maria Hurka";"ja";"";"";"304";"11";"https://www.wwpipe.at/web-portal/complex-description/1723406"
"Oldenburggasse 13-27";"1230 Wien, Oldenburggasse Oldenburggasse";"1988";"1990";"";"Erich Millbacher, Peter Bitschnau, Gerd Schlˆgl, Gerhard Kroj";"nein";"";"";"217";"9";"https://www.wwpipe.at/web-portal/complex-description/1923408"
"Traviatagasse 12-16";"1230 Wien, Traviatagasse Traviatagasse";"1990";"1992";"";"Othmar Augustin, Gerd Schlˆgl";"nein";"";"";"171";"7";"https://www.wwpipe.at/web-portal/complex-description/2123411"
"Weyprechtgasse 7";"1160 Wien, Weyprechtgasse Weyprechtgasse";"1994";"1995";"";"Roland Schmid, Karl Heinz Huber";"nein";"";"";"12";"1";"https://www.wwpipe.at/web-portal/complex-description/2316412"
"Gallgasse 71";"1130 Wien, Gallgasse Gallgasse";"1995";"1996";"";"Bruno Echerer";"nein";"";"";"56";"2";"https://www.wwpipe.at/web-portal/complex-description/2313357"
"Gaﬂmannstraﬂe 41";"1120 Wien, Gaﬂmannstraﬂe Gaﬂmannstraﬂe";"1994";"1995";"";"R¸diger Lainer";"nein";"";"";"17";"0";"https://www.wwpipe.at/web-portal/complex-description/2312409"
"Leidesdorfgasse 1";"1190 Wien, Leidesdorfgasse Leidesdorfgasse";"1995";"1995";"";"Erich Amon";"nein";"";"";"7";"0";"https://www.wwpipe.at/web-portal/complex-description/2319399"
"Margaretenstraﬂe 108";"1050 Wien, Margaretenstraﬂe Margaretenstraﬂe";"1994";"1996";"";"Werner Obermann";"nein";"";"";"24";"2";"https://www.wwpipe.at/web-portal/complex-description/2105353"
"Grieshofgasse 12";"1120 Wien, Grieshofgasse Grieshofgasse";"1995";"1996";"";"Helmut Wimmer";"nein";"";"";"9";"0";"https://www.wwpipe.at/web-portal/complex-description/2312410"
"Polgarstraﬂe 1-3";"1220 Wien, Polgarstraﬂe Polgarstraﬂe";"1995";"1996";"";"Frank C. Demblin, Peter Casapicola";"nein";"";"";"192";"7";"https://www.wwpipe.at/web-portal/complex-description/2322387"
"Koppstraﬂe 11";"1160 Wien, Koppstraﬂe Koppstraﬂe";"1994";"1996";"";"Planungsgesellschaft Peter & Fuhrmann";"nein";"";"";"29";"3";"https://www.wwpipe.at/web-portal/complex-description/2316411"
"Franz-Glaser-Gasse 1-3";"1170 Wien, Franz-Glaser-Gasse Franz-Glaser-Gasse";"1995";"1997";"";"Franz Haiden";"nein";"";"";"13";"2";"https://www.wwpipe.at/web-portal/complex-description/2317364"
"Rosa-Jochmann-Ring 3";"1110 Wien, Rosa-Jochmann-Ring Rosa-Jochmann-Ring";"1995";"1997";"";"Karl Mang, Peter Bitschnau, Fritz Waclawek";"nein";"";"";"254";"5";"https://www.wwpipe.at/web-portal/complex-description/2311415"
"Rosa-Jochmann-Ring 1";"1110 Wien, Rosa-Jochmann-Ring Rosa-Jochmann-Ring";"1995";"1997";"";"Walter Stelzhammer";"nein";"";"";"108";"3";"https://www.wwpipe.at/web-portal/complex-description/2311416"
"Viehtriftgasse 9, 11, 12, 14";"1210 Wien, Viehtriftgasse Viehtriftgasse";"1995";"1997";"";"Manfred Schuster, Walter Ifsits, Herbert Prehsler, Helmut Schultmeyer";"nein";"";"";"250";"3";"https://www.wwpipe.at/web-portal/complex-description/2321431"
"Linzer Straﬂe 386-390";"1140 Wien, Linzer Straﬂe Linzer Straﬂe";"1995";"1996";"";"Michael A. Hein";"ja";"";"";"24";"3";"https://www.wwpipe.at/web-portal/complex-description/2314385"
"Bachgasse 12";"1160 Wien, Bachgasse Bachgasse";"1995";"1996";"";"Wolfram Schindler";"nein";"";"";"18";"1";"https://www.wwpipe.at/web-portal/complex-description/2316413"
"W¸rffelgasse 6-8";"1150 Wien, W¸rffelgasse W¸rffelgasse";"1996";"1997";"";"Gabor Fettik";"nein";"";"";"24";"2";"https://www.wwpipe.at/web-portal/complex-description/2315428"
"Hanreitergasse 13";"1210 Wien, Hanreitergasse Hanreitergasse";"1996";"1997";"";"Gabor Fettik, Erich Raith, Paul Giuliani, Michael Haiko";"ja";"";"";"159";"1";"https://www.wwpipe.at/web-portal/complex-description/2321429"
"Rosa-Jochmann-Ring 5";"1110 Wien, Rosa-Jochmann-Ring Rosa-Jochmann-Ring";"1994";"1996";"";"Margarethe Cufer, Roland Hagm¸ller, Otmar Hasler, Helmut K¸ffel, Reinhard Gieselmann, Pekka Janhunen";"nein";"";"";"542";"40";"https://www.wwpipe.at/web-portal/complex-description/2311413"
"Am Hofgartel 3-7";"1110 Wien, Am Hofgartel Am Hofgartel";"1995";"1997";"";"Georg Lisner, Edgar Gˆth, Georg Popper";"nein";"";"";"275";"6";"https://www.wwpipe.at/web-portal/complex-description/2311418"
"Am Hofgartel 8-10";"1110 Wien, Am Hofgartel Am Hofgartel";"1995";"1997";"";"Josef Krawina, Hilde Filas, Sylvia Fritz-Anhalt";"nein";"";"";"182";"3";"https://www.wwpipe.at/web-portal/complex-description/2311419"
"Dr.-Eberle-Gasse 2-8";"1100 Wien, Dr.-Eberle-Gasse Dr.-Eberle-Gasse";"1967";"1968";"";"Dietlind Erschen, Arthur Reichel";"nein";"";"";"107";"0";"https://www.wwpipe.at/web-portal/complex-description/0410353"
"Dernjacgasse 10";"1230 Wien, Dernjacgasse Dernjacgasse";"1999";"2000";"";"Adolf Krischanitz";"nein";"";"";"45";"3";"https://www.wwpipe.at/web-portal/complex-description/2323418"
"Dernjacgasse 4";"1230 Wien, Dernjacgasse Dernjacgasse";"1999";"2000";"";"Hans Puchhammer";"nein";"";"";"47";"2";"https://www.wwpipe.at/web-portal/complex-description/2323417"
"Rudolf-Nurejew-Promenade 9";"1220 Wien, Rudolf-Nurejew-Promenade Rudolf-Nurejew-Promenade";"1996";"1998";"";"Manfred Nehrer, Reinhard Medek, Harry Seidler";"ja";"";"";"0";"0";"https://www.wwpipe.at/web-portal/complex-description/0322336"
"Haslingergasse 35";"1170 Wien, Haslingergasse Haslingergasse";"1993";"1995";"";"Walter Kral";"nein";"";"";"17";"2";"https://www.wwpipe.at/web-portal/complex-description/2317365"
"Simmeringer Hauptstraﬂe 108 A";"1110 Wien, Simmeringer Hauptstraﬂe Simmeringer Hauptstraﬂe";"1999";"2000";"";"Architektenguppe U-Bahn";"nein";"";"";"16";"6";"https://www.wwpipe.at/web-portal/complex-description/2311420"
"Arndtstraﬂe 74-76";"1120 Wien, Arndtstraﬂe Arndtstraﬂe";"1997";"1999";"";"Rudolf Lamprecht, Gregor Pribek";"nein";"";"";"27";"2";"https://www.wwpipe.at/web-portal/complex-description/2312411"
"Reithofferplatz 10";"1150 Wien, Reithofferplatz Reithofferplatz";"1998";"1999";"";"Brigitte Ottel";"nein";"";"";"16";"1";"https://www.wwpipe.at/web-portal/complex-description/2315438"
"Allerheiligengasse 5";"1200 Wien, Allerheiligengasse Allerheiligengasse";"1999";"1999";"";"Erika Hotzy-Peters, Erich Amon";"nein";"";"";"40";"1";"https://www.wwpipe.at/web-portal/complex-description/2320371"
"Albertisgasse 3";"1210 Wien, Albertisgasse Albertisgasse";"1997";"1998";"";"Michael A. Hein";"nein";"";"";"26";"2";"https://www.wwpipe.at/web-portal/complex-description/2321433"
"Ferdinand-K‰s-Gasse 3";"1210 Wien, Ferdinand-K‰s-Gasse Ferdinand-K‰s-Gasse";"1997";"1998";"";"Egon Hentze, Herbert Beier";"nein";"";"";"164";"2";"https://www.wwpipe.at/web-portal/complex-description/2321432"
"Prandaugasse 3";"1220 Wien, Prandaugasse Prandaugasse";"1998";"2000";"";"Reinhard Medek, Manfred Nehrer";"nein";"";"";"149";"5";"https://www.wwpipe.at/web-portal/complex-description/2322397"
"Markgraf-Gerold-Gasse 18";"1220 Wien, Markgraf-Gerold-Gasse Markgraf-Gerold-Gasse";"1997";"1999";"";"Michael A. Hein";"nein";"";"";"80";"1";"https://www.wwpipe.at/web-portal/complex-description/2322393"
"M¸llnermaisgasse 11";"1220 Wien, M¸llnermaisgasse M¸llnermaisgasse";"1997";"1999";"";"Georg W. Reinberg";"nein";"";"";"89";"2";"https://www.wwpipe.at/web-portal/complex-description/2322391"
"Ketzergasse 312-314";"1230 Wien, Ketzergasse Ketzergasse";"1997";"1998";"";"Johannes Zieser";"nein";"";"";"18";"0";"https://www.wwpipe.at/web-portal/complex-description/2323412"
"Jedlersdorfer Straﬂe 180";"1210 Wien, Jedlersdorfer Straﬂe Jedlersdorfer Straﬂe";"1997";"1999";"";"Erich Amon";"nein";"";"";"58";"0";"https://www.wwpipe.at/web-portal/complex-description/2321434"
"Wankl‰ckergasse 36";"1210 Wien, Wankl‰ckergasse Wankl‰ckergasse";"1997";"1998";"";"Roland C‰sar";"nein";"";"";"46";"0";"https://www.wwpipe.at/web-portal/complex-description/2321436"
"Korbergasse 4-6";"1120 Wien, Korbergasse Korbergasse";"2000";"2001";"";"Miroslaw Zawila";"nein";"";"";"17";"1";"https://www.wwpipe.at/web-portal/complex-description/2312413"
"Geiselbergstraﬂe 54";"1110 Wien, Geiselbergstraﬂe Geiselbergstraﬂe";"";"";"1900";"unbekannt unbekannt";"nein";"";"";"8";"1";"https://www.wwpipe.at/web-portal/complex-description/1311421"
"Gerasdorfer Straﬂe 332";"1210 Wien, Gerasdorfer Straﬂe Gerasdorfer Straﬂe";"2000";"2001";"";"Eduard Neversal";"nein";"";"";"19";"3";"https://www.wwpipe.at/web-portal/complex-description/2321439"
"Hahnemanngasse 3";"1210 Wien, Hahnemanngasse Hahnemanngasse";"1996";"1997";"";"Erich Amon";"nein";"";"";"47";"0";"https://www.wwpipe.at/web-portal/complex-description/2321438"
"Opfermanngasse 1";"1160 Wien, Opfermanngasse Opfermanngasse";"1998";"1999";"";"Wilhelm Holzbauer, Georg Ladst‰tter, Bert Gantar, Heinz Marschalek, Andreas Jerabek";"nein";"";"";"20";"2";"https://www.wwpipe.at/web-portal/complex-description/2316415"
"Hartlebengasse 1-17";"1220 Wien, Hartlebengasse Hartlebengasse";"1961";"1963";"";"Rudolf Dinner, Gustav Peichl, Egon Fraundorfer, Raimund Haintz, Ernst Hiesmayr";"ja";"";"";"1017";"19";"https://www.wwpipe.at/web-portal/complex-description/0622341"
"Rˆﬂlergasse 15";"1230 Wien, Rˆﬂlergasse Rˆﬂlergasse";"2002";"2004";"";"Christoph Mayrhofer, Michael A. Hein";"nein";"";"";"74";"4";"https://www.wwpipe.at/web-portal/complex-description/2323415"
"Otto-Probst-Straﬂe 12";"1100 Wien, Otto-Probst-Straﬂe Otto-Probst-Straﬂe";"1989";"1991";"";"";"nein";"";"";"77";"0";"https://www.wwpipe.at/web-portal/complex-description/2110448"
"Otto-Probst-Platz 1";"1100 Wien, Otto-Probst-Platz Otto-Probst-Platz";"1990";"1991";"";"";"nein";"";"";"122";"9";"https://www.wwpipe.at/web-portal/complex-description/2110450"
